October 03, 2015 at 09:25PM	@echopenorg	RT agonisti: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ul… http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650391291742810112
October 03, 2015 at 09:25PM	@echopenorg	RT DrGrindberg: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone… http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650391293517021184
October 03, 2015 at 09:25PM	@echopenorg	RT 2gespetites: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone… http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650391295253446656
October 03, 2015 at 09:25PM	@echopenorg	RT soniaebenitez: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartpho… http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650391296834686976
October 03, 2015 at 09:46PM	@Berci	RT @EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ultrasound to see http://t.co/sTUVJgCUoa	http://twitter.com/Berci/status/650396592453885952
October 03, 2015 at 09:49PM	@rlanzara	RT @EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ultrasound to see http://t.co/sTUVJgCUoa	http://twitter.com/rlanzara/status/650397287219351553
October 03, 2015 at 09:54PM	@echopenorg	RT Berci: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ultra… http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650398597012439041
October 03, 2015 at 09:54PM	@echopenorg	RT rlanzara: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ul… http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650398597960347653
October 03, 2015 at 09:54PM	@echopenorg	RT MartinNimier: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphon… http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650398598983733248
October 03, 2015 at 09:54PM	@echopenorg	RT SantiPCamara: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphon… http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650398600065908736
October 03, 2015 at 09:53PM	@SantiPCamara	RT @EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ultrasound to see http://t.co/sTUVJgCUoa	http://twitter.com/SantiPCamara/status/650398169734512640
October 03, 2015 at 09:54PM	@echopenorg	RT drbautista: RT EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone … http://t.co/aognafqN3j	http://twitter.com/echopenorg/status/650398601080909824
October 03, 2015 at 09:53PM	@drbautista	RT @EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ultrasound to see http://t.co/sTUVJgCUoa	http://twitter.com/drbautista/status/650398259303714816
October 03, 2015 at 09:55PM	@soca2k2	RT @EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ultrasound to see http://t.co/sTUVJgCUoa	http://twitter.com/soca2k2/status/650398709713342465
October 03, 2015 at 09:56PM	@cathcoste	RT @EricTopol: Evolution of a true stethoscope 1816-2015, from analog tube for sounds to smartphone ultrasound to see http://t.co/sTUVJgCUoa	http://twitter.com/cathcoste/status/650398925917147137
