March 25, 2015 at 06:36PM	@ResusReview	“@GeriaSonoMD: Ultrasound is the real stethoscope : disagree #AUIM15” My desert island choice bw stethoscope and US is a US	http://twitter.com/ResusReview/status/580785336751509505
March 25, 2015 at 06:47PM	@echopenorg	RT ResusReview: “GeriaSonoMD: Ultrasound is the real stethoscope : disagree #AUIM15” Disagree with you here. Only thing ausc does better is…	http://twitter.com/echopenorg/status/580788192003145728
March 25, 2015 at 06:47PM	@echopenorg	RT ResusReview: “GeriaSonoMD: Ultrasound is the real stethoscope : disagree #AUIM15” My desert island choice bw stethoscope and US is a US	http://twitter.com/echopenorg/status/580788192917458944
March 27, 2015 at 04:46PM	@cawley_owen	"Ultrasound is the stethoscope of the future"  #SCAS15 http://t.co/MCz3u9W4aE	http://twitter.com/cawley_owen/status/581482357816983552
March 27, 2015 at 08:01PM	@emerge_research	RT @cawley_owen: "Ultrasound is the stethoscope of the future"  #SCAS15 http://t.co/MCz3u9W4aE	http://twitter.com/emerge_research/status/581531475289440257
March 27, 2015 at 08:03PM	@mattreed73	RT @cawley_owen: "Ultrasound is the stethoscope of the future"  #SCAS15 http://t.co/MCz3u9W4aE	http://twitter.com/mattreed73/status/581532047660957699
March 27, 2015 at 08:14PM	@echopenorg	RT cawley_owen: "Ultrasound is the stethoscope of the future"  #SCAS15 http://t.co/uk9avOr8Ry	http://twitter.com/echopenorg/status/581534824428638209
March 27, 2015 at 08:14PM	@echopenorg	RT emerge_research: RT cawley_owen: "Ultrasound is the stethoscope of the future"  #SCAS15 http://t.co/uk9avOr8Ry	http://twitter.com/echopenorg/status/581534825779208192
March 27, 2015 at 08:14PM	@echopenorg	RT mattreed73: RT cawley_owen: "Ultrasound is the stethoscope of the future"  #SCAS15 http://t.co/uk9avOr8Ry	http://twitter.com/echopenorg/status/581534826756476928
March 27, 2015 at 08:14PM	@echopenorg	RT cawley_owen: "Ultrasound is the stethoscope of the future"  #SCAS15 http://t.co/uk9avOr8Ry	http://twitter.com/echopenorg/status/581534824428638209
